cpu,memory,errors,response_time,failure
1756,26.4,190,312.3,0
1922,23.1,193,312.3,0
1448,44.3,195,312.5,0
1447,46.6,198,312.5,0
1597,33.4,203,312.4,0
1642,32.3,206,312.4,0
1525,38,209,312.5,0
1460,53.7,214,312.4,0
2168,17.7,219,312.3,0
1388,41.9,221,312.4,0
1630,32.4,223,312.3,0
1616,29.3,226,312.3,0
2232,16.8,0,312.4,0
1480,50.7,2,312.4,0
1363,53.1,7,312.4,0
1436,45.6,9,312.4,0
1607,33.7,14,312.5,0
1459,48.2,17,312.5,0
1481,43.7,20,312.4,0
1606,31.7,22,312.4,0
1681,29.8,25,312.3,0
1511,37.1,27,312.2,0
1593,35.2,29,312.3,0
1532,41.7,32,312.3,0
1386,49,35,312.3,0
1769,27.9,40,312.3,0
1561,38.2,45,312.2,0
1457,40.7,48,312.2,0
1506,40,50,312.2,0
1337,69.4,52,312.2,1
1287,54.8,54,312.3,0
1615,35.7,56,312.2,0
1972,23.5,59,312.2,0
1522,42.1,62,312.3,0
1680,30.6,67,312.3,0
1502,36,69,312.3,0
1543,33.3,71,312.3,0
1584,35.2,74,312.3,0
1340,44.5,76,312.4,0
1663,33.9,78,312.3,0
1693,30,80,312.1,0
1418,44.7,83,312.1,0
1554,36.8,85,312.2,0
1580,35.8,90,312.2,0
1479,42.8,92,312.3,0
1284,70.6,94,312.4,1
1540,38.7,96,312.3,0
1606,30.1,98,312.4,0
1286,62.4,101,312.5,0
1502,39.5,103,312.6,0
1699,31.5,105,312.7,0
1602,34.2,108,312.6,0
1436,42,110,312.6,0
1765,27.5,115,312.7,0
1418,44.1,118,312.7,0
1669,31.7,120,312.7,0
1395,53.9,123,312.7,0
1500,41.7,125,312.7,0
1555,33.4,128,312.7,0
1919,20.2,131,312.7,0
1596,36.6,134,312.7,0
1374,53.6,136,312.7,0
1670,26.1,139,312.5,0
1702,29.1,141,312.6,0
1366,45.1,143,312.5,0
2344,15.2,146,312.5,0
1768,23.9,149,312.6,0
1523,47,152,312.5,0
1735,25.9,154,312.6,0
1339,62.3,156,312.7,0
1800,24.3,158,312.7,0
1456,51.2,160,312.7,0
1789,24.4,163,312.7,0
1602,33.9,165,312.7,0
1364,49.3,167,312.7,0
1793,28.1,170,312.6,0
1426,53.4,172,312.6,0
1485,43.3,174,312.7,0
1528,38.4,177,312.7,0
1565,36,179,312.6,0
1838,27.8,181,312.7,0
1811,24.9,183,312.6,0
1461,38.2,188,312.7,0
1414,41.7,190,312.7,0
1426,45.5,192,312.7,0
1359,56.8,194,312.7,1
1540,44.8,196,312.7,0
1429,47.7,198,312.7,0
1612,36.3,200,312.7,0
1685,31.8,203,312.8,0
1558,37.7,206,312.8,0
1811,24.3,209,313,0
1869,25.8,211,313.1,0
1256,58.7,213,313.1,1
1789,23.5,215,313,0
1502,40.5,0,312.9,0
1303,54.4,2,313,0
2497,13,5,313.1,1
1499,37.4,7,313.2,0
1393,46.5,9,313.2,0
1475,41,11,313,0
1573,34.6,14,312.9,0
1819,23.7,16,312.9,0
1642,29.4,18,312.6,0
1540,39.8,21,312.6,0
1400,43.2,23,312.8,0
2659,11.4,26,312.8,1
1825,25.2,29,312.8,0
1532,41.3,32,312.9,0
1832,23.6,35,312.8,0
2174,17.6,37,312.7,0
1627,31.7,40,312.8,0
1437,51.3,42,312.8,0
1364,46.3,44,312.8,0
1444,52.7,46,312.9,0
1366,47.3,49,312.8,0
1442,48.3,52,312.9,0
1488,42.8,54,312.8,0
1523,40.7,59,312.8,0
1543,38.3,61,312.8,0
1634,33.8,63,312.8,0
1815,27.8,66,312.9,0
1594,35.2,69,312.9,0
1452,38.6,72,313,0
1759,28.4,74,313,0
1408,47.5,76,313,0
1483,45,78,313,0
1620,36.6,80,313,0
1466,39.5,83,313.1,0
1556,36.3,86,313.1,0
1350,61.1,88,313,0
1404,47.1,90,313.1,0
1575,34.5,92,313,0
1639,29,95,313.1,0
1473,42.8,97,313.1,0
1481,40,100,313.2,0
1294,54.6,102,313.3,0
1630,29.3,104,313.2,0
1624,39.8,107,313.2,0
1437,48.3,110,313.1,0
1514,45,113,313,0
1694,31.4,116,313.1,0
1564,50.9,119,313.1,0
1514,41.1,121,313.1,0
1500,40.6,124,313.2,0
1615,37.8,127,313.2,0
1586,41.1,129,313.2,0
1732,28.5,132,313.3,0
1689,32.5,134,313.3,0
1586,34.6,139,313.2,0
1314,47.1,144,313.2,0
1569,35.8,146,313.2,0
1468,39.4,148,313.2,0
1412,47.5,150,313.2,0
1510,46.9,152,313.2,0
1410,42.4,155,313.2,0
1680,29.3,158,313.3,0
1271,68.6,161,313.2,1
1472,45.5,166,313.1,0
1701,30.4,171,313,0
1480,39.9,176,313,0
1433,48.4,178,313,0
1514,34.3,180,312.9,0
1619,35.7,182,312.9,0
1378,45.6,184,312.9,0
1430,53.5,189,312.9,0
1367,49.9,192,312.9,0
1526,42.5,194,312.9,0
1419,47.9,196,312.8,0
1542,42.7,198,312.8,0
1363,62.5,200,312.9,1
1313,53.9,202,312.9,0
1495,46.6,0,312.9,0
1407,42.1,5,313,0
1566,37.2,7,313,0
1550,30.9,9,313.1,0
1396,50.5,11,313.2,0
1540,39,14,313.3,0
1380,48.7,17,313.2,0
1608,31.1,20,313.1,0
1442,40.9,23,313,0
1408,45.3,28,313,0
1454,46.8,30,313,0
1666,34.6,33,313.1,0
1366,46.6,35,313.2,0
1464,44.9,37,313.2,0
1775,24.9,39,313.3,0
1482,43.8,41,313.4,0
1411,54.8,44,313.4,0
1410,51.6,47,313.3,0
1494,39,49,313.3,0
1590,43.4,52,313.2,0
1327,54.1,57,313.1,0
1969,20.8,59,313.1,0
1377,56,61,313,0
1541,45.9,64,313,0
1685,28.2,66,313,0
1465,41,69,313.1,0
1483,47.2,71,313.1,0
1570,40.7,74,313.2,0
1345,48.2,77,313.2,0
1608,40.6,79,313.2,0
1415,52.8,82,313.3,0
1470,45.8,85,313.5,0
1428,39.9,88,313.5,0
1627,32.2,91,313.5,0
1457,49.4,96,313.4,0
1475,40.2,98,313.4,0
1438,50.1,100,313.5,0
1437,47.2,102,313.5,0
1518,42.4,105,313.4,0
1587,33.6,108,313.5,0
1399,43.7,111,313.4,0
1469,44.6,113,313.5,0
1374,56.6,115,313.4,0
1519,36.7,117,313.3,0
1540,44.4,119,313.2,0
1394,51.6,121,313.3,0
1389,45.8,123,313.4,0
1732,26.2,126,313.5,0
1556,37.4,129,313.6,0
1441,43.7,131,313.6,0
1382,46.7,134,313.6,0
1481,44.9,136,313.8,0
2113,18.4,139,313.7,0
1401,53.9,142,313.8,0
1611,31.4,144,313.6,0
1512,33.4,146,313.6,0
1411,46,149,313.6,0
1424,43.7,151,313.6,0
1469,40,154,313.6,0
1684,29.8,156,313.5,0
1532,41.3,161,313.5,0
1557,37.3,164,313.5,0
1416,48.1,167,313.5,0
1802,25.4,170,313.5,0
2245,15.1,172,313.5,0
1434,42.5,175,313.4,0
1725,28.3,177,313.3,0
1668,35.7,180,313.3,0
1452,43.9,182,313.3,0
1415,50,184,313.3,0
1824,25.8,186,313.2,0
1438,45.5,188,313.3,0
1883,24.5,190,313.3,0
1735,28.9,192,313.4,0
1464,36.7,194,313.5,0
1489,40.3,196,313.6,0
1510,38.9,199,313.6,0
1585,32.1,202,313.6,0
1509,35,205,313.7,1
1568,39.1,0,313.6,0
1525,42,2,313.5,0
1607,33.5,5,313.7,0
1670,32.9,7,313.7,0
1585,38.9,9,313.6,0
1569,38.4,11,313.6,0
1507,43.1,13,313.6,0
1452,41.5,15,313.5,0
1590,29.8,17,313.5,0
1409,56,19,313.6,0
2643,12.7,21,313.5,0
1644,31.7,23,313.4,0
1568,37.6,25,313.4,0
1625,37.3,27,313.3,0
1482,41.4,32,313.4,0
1397,49.6,34,313.3,0
1459,50.3,39,313.3,0
1490,44,41,313.4,0
1434,50.1,43,313.2,0
2028,18.9,45,313.2,0
1464,45.9,48,313.3,0
1713,23.5,50,313.4,0
1624,32.1,53,313.4,0
1421,43.4,56,313.4,0
1546,41.4,58,313.5,0
1639,32.7,63,313.4,0
1696,29.6,65,313.4,0
1470,39.9,70,313.3,0
1480,38.4,72,313.3,0
1329,54.5,75,313.4,0
1740,28.2,78,313.4,0
1739,28.1,80,313.5,0
1390,47.8,83,313.5,0
1740,23.7,86,313.4,0
1844,27.1,88,313.3,0
1388,53.2,91,313.1,0
1517,43.1,96,313.2,0
1450,42.8,101,313.1,0
1584,38.7,104,313.2,0
1720,28.7,106,313.1,0
1586,31.9,108,313.1,0
1901,22.5,110,313,0
1397,42.4,113,313,0
2012,21.1,115,313,0
2354,15,117,313,0
1648,35.7,119,313.1,0
1632,30.6,121,313.2,0
1427,46.9,123,313.2,0
1452,48,126,313.2,0
1416,46,128,313.2,0
1310,62.9,130,313.1,0
1408,39.8,132,313.1,0
1668,34.4,137,313.1,0
1551,36.8,140,313,0
1517,36,142,313,0
1570,35.8,147,312.9,0
1428,53.3,152,312.8,0
1503,40,154,312.8,0
1416,58.7,156,312.8,0
1396,47.3,158,312.7,0
1335,51.1,161,312.7,0
1671,30.5,163,312.6,0
1989,22.4,166,312.7,0
1468,43.3,168,312.7,0
1711,27.6,170,312.6,0
1488,41.3,175,312.7,0
1664,29.3,178,312.7,0
1507,38.5,180,312.7,0
1466,42.5,183,312.6,0
1433,53.6,185,312.5,0
1397,45.7,187,312.5,0
1429,43.3,189,312.6,0
1572,37.2,192,312.7,0
1532,42.7,194,312.7,0
1316,51.8,197,312.7,0
1420,47.9,200,312.8,0
1589,37.2,203,312.9,0
1365,59.9,205,313,1
1633,32.9,207,313,0
1626,31.4,209,313,0
1665,29.6,0,313.1,0
1350,47.2,2,313.2,0
1590,31.9,5,313.2,0
1437,53.9,7,313.2,0
1403,48.3,10,313,0
1440,41.1,12,313.1,0
1343,61.4,14,313.1,0
1790,26.7,17,313.1,0
2117,18.6,22,313.1,0
1458,42.2,25,313.1,0
1381,57.8,27,312.9,0
1450,45.3,29,312.9,0
1461,50.1,31,312.9,0
1511,41,33,312.9,0
1394,45.4,36,313.1,0
1499,42.3,38,313,0
1457,44.1,40,313,0
1753,29,42,313,0
1694,28,44,313,0
1683,28.4,46,313.1,0
1496,47.4,48,313.1,0
1721,34.8,50,313.1,0
1593,31.6,52,313,0
1575,38.3,54,313,0
1465,41,56,313,0
1405,38.3,58,313.1,0
1902,21.6,60,313,0
1422,39.9,63,312.9,0
1332,52.9,66,312.9,0
1307,54.3,68,312.9,0
1322,59.5,71,313,0
1547,40.3,73,313,0
1897,23.6,75,313.1,0
1403,51.9,77,313,0
1393,51.6,80,313,0
1482,38.5,82,313,0
1572,44.7,84,312.9,0
1544,36.9,87,312.9,0
1492,46.1,89,313,0
1513,35.8,92,312.8,0
1449,43.9,94,312.8,0
1877,22.3,96,312.8,0
1376,53.4,98,312.8,0
1883,23.3,100,312.9,0
1518,38.7,103,312.8,0
1438,42.8,106,312.9,0
1389,54.1,109,312.9,0
1504,44.8,111,312.9,0
1275,64.4,113,312.9,0
1534,39.7,115,313,0
1396,38.2,117,313,0
1395,44.1,120,313.1,0
1617,30.9,122,313,0
1423,41.2,124,313.1,0
1606,34,126,313,0
1501,44,128,312.9,0
1618,30.4,130,312.9,0
1522,35.8,133,313,0
1480,41.4,135,312.9,0
1469,39.9,137,313,0
1381,52.4,140,313.2,0
1525,41.9,145,313.2,0
1732,29.6,147,313.2,0
1523,39.8,150,313.1,0
1422,42.4,152,313.1,0
1506,46.9,154,313.2,0
1531,39.4,159,313.2,0
1507,34.3,161,313.3,0
1526,40.7,164,313.3,0
1406,52.1,166,313.3,0
1567,35,168,313.3,0
1464,49.1,171,313.4,0
1442,48.5,174,313.4,0
1336,47.8,176,313.2,0
1379,50.2,178,313.2,0
1406,48.6,183,313.1,0
2130,18.1,185,313.1,0
1355,49.1,188,313.1,0
1710,26.5,190,313.2,0
1309,55.8,193,313.1,0
1491,37.2,195,313.1,0
1481,44.1,197,313.2,0
1425,49.3,199,313.1,0
1680,29.1,201,313.2,0
1612,31.7,206,313.2,0
1530,34.8,211,313.3,0
1481,42.6,213,313.2,0
1422,48,215,313.2,1
1427,43,0,313,0
1460,49.8,2,312.9,0
1873,23.5,7,312.9,0
1566,32.6,9,312.9,0
1701,30.8,12,312.8,0
1710,27.2,14,312.8,0
1689,33.1,16,312.8,0
1637,32.9,19,312.7,0
1496,39,21,312.6,0
1402,47,23,312.7,0
1363,45.5,26,312.7,0
1576,49.9,28,312.7,0
1357,55.3,31,312.7,0
1399,48.4,34,312.7,0
1526,30.8,37,312.8,0
1694,27.3,40,312.7,0
1420,49.1,42,312.7,0
2116,16.7,45,312.7,0
1406,41.9,48,312.9,0
1456,45.5,51,313,0
1588,31.9,53,312.9,0
1448,44.5,55,312.8,0
1403,46.2,57,312.7,0
1405,51.6,62,312.6,0
2706,9.8,65,312.6,1
1505,38.9,68,312.4,0
1663,33.7,71,312.4,0
1482,44.4,73,312.6,0
1674,32.7,76,312.5,0
1594,32.8,79,312.7,0
1393,49.3,82,312.7,0
1404,55.8,84,312.8,0
1375,45.7,89,312.8,0
1607,38.4,92,312.8,0
1360,50.8,94,312.8,0
1524,39.4,96,312.8,0
1534,35.5,98,312.7,0
1262,63.8,100,312.7,0
1623,34.6,102,312.6,0
1642,33.6,104,312.7,0
1622,35.1,107,312.8,0
1530,34.5,110,312.9,0
1590,36.3,113,312.8,0
1589,34,116,312.7,0
1462,37.5,118,312.6,0
1328,49.8,120,312.5,0
1692,29,125,312.6,0
1968,20.6,130,312.5,0
1827,24.2,132,312.6,0
1397,47.1,137,312.6,0
1463,44,140,312.6,0
1643,30.7,142,312.7,0
1281,57,144,312.6,0
1518,39.9,146,312.5,0
1601,35.3,148,312.6,0
1548,36.4,150,312.6,0
1404,40.6,152,312.6,0
1766,26.7,157,312.5,0
1667,30,160,312.5,0
1507,37.9,163,312.5,0
1627,37.1,168,312.4,0
1435,47.7,173,312.3,0
1509,46.8,175,312.3,0
1809,25,180,312.3,0
1515,40.8,183,312.3,0
1530,34.9,185,312.3,0
1336,57.5,187,312.3,0
2030,19.1,192,312.4,0
1550,36.9,194,312.4,0
1446,41.7,196,312.4,0
1494,37.5,198,312.3,0
1651,27,200,312.4,0
1698,33.8,202,312.4,0
1504,40.3,204,312.3,0
1421,46,206,312.4,0
1754,26.9,209,312.3,0
1469,42,214,312.2,0
1433,50,216,312.2,0
1432,49,218,312.3,0
1366,49.1,221,312.3,0
1483,47.2,223,312.3,0
1572,34.4,228,312.2,0
1481,40.2,230,312.2,0
1473,42.6,232,312.3,0
1262,70.5,234,312.3,1
1529,36.8,237,312.4,0
1523,39.7,239,312.4,0
1416,42.7,241,312.3,0
1923,23.9,244,312.4,0
1411,53.8,246,312.4,1
1477,46.3,251,312.4,1
1454,54.8,253,312.3,1
1421,48.5,0,312.3,0
1858,25.4,2,312.3,0
1422,46.1,4,312.5,0
1444,48.7,9,312.4,0
1360,47.8,11,312.4,0
1954,24.8,13,312.4,0
1628,33,15,312.4,0
1433,44.2,17,312.4,0
1417,51.5,19,312.5,0
1462,39.4,22,312.6,0
1328,59.9,24,312.6,0
1527,36.4,26,312.5,0
1534,34.3,31,312.3,0
1410,50.3,33,312.4,0
1660,30.3,36,312.3,0
1386,45.8,38,312.4,0
1398,41.6,40,312.4,0
1321,53.4,42,312.3,0
1512,34.2,44,312.3,0
1566,36.6,46,312.3,0
1422,44.5,49,312.4,0
1647,31.8,52,312.3,0
1377,45.5,54,312.2,0
1775,27.9,56,312.2,0
1554,42,58,312.3,0
1423,51.9,60,312.4,0
1453,47.3,62,312.4,0
1590,34.4,64,312.4,0
1694,28.4,66,312.5,0
1462,43.4,68,312.5,0
1392,46.2,70,312.4,0
1550,45.5,72,312.5,0
1629,30.4,74,312.5,0
1524,42.1,76,312.5,0
1679,30.9,79,312.5,0
1394,46.4,82,312.6,0
1683,32.1,85,312.5,0
1626,30.5,87,312.5,0
1698,30,89,312.5,0
1392,42.9,94,312.6,0
1353,51.8,97,312.7,0
1426,46.8,99,312.7,0
2024,19.9,102,312.7,0
1648,32.1,104,312.8,0
1511,40.1,107,312.9,0
1465,44.1,109,312.8,0
1551,41.8,111,312.7,0
2329,15.1,113,312.8,0
1435,41.9,115,312.8,0
1361,48.8,120,312.7,0
1553,35.8,122,312.7,0
1451,42.1,125,312.6,0
1461,40.2,127,312.5,0
1895,23.5,129,312.6,0
1567,32.9,132,312.6,0
1602,33.7,135,312.5,0
1514,42.1,138,312.6,0
1453,49.1,140,312.5,0
1526,36.1,142,312.4,0
1339,52.1,145,312.3,0
1889,22.8,148,312.3,0
1561,34.8,150,312.4,0
1659,33.1,152,312.4,0
1424,49.5,155,312.4,0
1426,44.7,157,312.3,0
1383,51.4,160,312.4,0
1764,29.9,162,312.3,0
1439,42.5,164,312.2,0
1585,35.5,167,312.2,0
1346,61.2,170,312.3,0
1386,57.8,172,312.3,0
1369,51.8,174,312.2,0
1378,46.9,176,312.1,0
1336,46.8,179,312.2,0
1445,42,181,312.1,0
1763,26.5,184,312.1,0
1611,34.1,186,312.2,0
1564,32.1,188,312.1,0
1478,36,191,312.1,0
1781,28.5,196,312,0
1782,26.8,198,312.1,0
2000,21.9,200,312.1,0
1826,25.3,203,312,0
1344,51,206,312.1,0
1520,43,208,312.2,0
1611,39.9,210,312.1,0
1450,52.1,213,312.2,1
1499,35,215,312.1,0
1288,68.5,0,312.1,1
1350,58.6,2,312.2,0
1334,50.9,5,312.4,0
1376,57.1,8,312.4,0
1368,49.5,10,312.4,0
1357,55,12,312.5,0
1924,24,17,312.5,0
1551,40,20,312.5,0
1903,21.2,23,312.5,0
1417,48.7,26,312.3,0
1601,35.2,31,312.1,0
1543,37.5,33,312.1,0
1439,52.3,35,312.1,0
1657,29.3,37,312,0
1458,51,42,312.2,0
1746,27.4,44,312.2,0
1677,30.5,46,312.2,0
1520,39.9,48,312.1,0
1367,55.1,50,312.2,0
1509,36.5,52,312.2,0
1418,51.4,54,312.1,0
1958,20.3,56,312.1,0
1682,30.9,58,312.2,0
1452,50.3,60,312.2,0
1828,24,63,312,0
1484,41.5,65,312,0
1674,32.2,70,312,0
1448,49.5,72,311.9,0
2023,19.1,74,311.8,0
1452,47.4,77,311.9,0
1496,45,79,312,0
1397,46.9,82,311.9,0
1453,39.1,84,311.9,0
1524,34.8,86,311.9,0
1633,30.9,89,311.9,0
1363,45.7,91,312,0
1520,44.9,94,311.9,0
1532,38.8,96,311.9,0
1384,50.9,99,311.8,0
1539,39.9,101,311.8,0
1355,50.1,104,311.8,0
1504,37.3,107,311.7,0
1476,46.6,110,311.8,0
1721,26.9,112,311.7,0
1494,37.1,114,311.7,0
1465,43.5,117,311.7,0
1363,54,119,311.8,1
1648,30,122,311.8,0
1879,23,124,311.8,0
1482,39,127,311.7,0
1493,38.4,132,311.8,0
1433,42.2,134,311.8,0
1400,41.6,136,311.7,0
1255,59,138,311.8,0
1471,45.6,140,311.7,0
1357,44.2,142,311.6,0
1453,41.2,147,311.7,0
1540,28.9,149,311.7,0
1605,35.2,152,311.8,0
1374,52.4,154,311.9,0
1508,42.3,159,311.9,0
1366,47.3,162,311.9,0
1579,35.7,167,312,0
1306,59.7,172,311.9,0
1521,40.2,174,312,0
1411,44.2,177,312,0
1357,42,179,312,0
1436,43.5,184,312,0
1553,40.1,187,311.9,0
1451,43.2,189,312,0
1541,37.9,192,311.9,0
1341,46.3,194,311.7,0
1648,32.1,197,311.7,0
1640,31.5,199,311.7,0
1416,46.1,202,311.8,0
1671,29.9,204,311.9,0
1457,45.5,206,312,0
1445,54.8,0,312,0
1534,38.6,3,312.1,0
1508,36.9,5,312,0
1492,47.7,7,312.1,0
1562,37.9,10,312,0
1545,36.4,12,312,0
1738,25.3,14,312.2,0
1305,49.1,16,312,0
1477,39.7,18,312,0
1457,43.4,23,312,0
1455,40.4,28,312.1,0
1574,38.7,30,312.2,0
1695,27.1,32,312.2,0
1458,38.8,34,312.2,0
1454,47.6,37,312.1,0
2052,18.9,40,312,0
1673,29.9,42,312,0
1578,29.9,44,311.9,0
1642,29.1,46,312,0
1557,31.5,49,311.8,0
1481,42.9,52,311.9,0
1566,37.6,54,311.8,0
1298,57.5,57,311.9,0
1340,59.4,60,311.9,0
1574,33.8,63,312,0
1437,46.7,65,311.9,0
1354,48,67,311.9,0
1598,35.5,69,311.9,0
1944,21.4,71,312,0
1538,36.7,74,312,0
1501,37,77,312,0
1441,52.1,79,312.1,0
1652,31,81,312,0
1487,36.6,84,312.1,0
1605,33.9,86,312.2,0
1334,54.7,88,312.1,0
1340,57.8,90,312.2,0
1513,37.8,92,312.2,0
1510,41.4,94,312.2,0
1729,23.6,96,312.2,0
1745,25.5,98,312.2,0
1623,31.6,101,312.3,0
1378,50.1,104,312.4,0
1407,41.2,107,312.4,0
1674,29.5,109,312.3,0
1486,42.4,112,312.3,0
1483,38.8,114,312.3,0
1624,28.8,117,312.2,0
1257,71.3,122,312.2,1
1480,41.4,125,312.3,0
1404,61.5,127,312.4,1
1645,29.6,129,312.4,0
1932,21.9,132,312.3,0
1533,38.5,134,312.3,0
1292,54.4,136,312.2,0
1571,40.6,139,312.2,0
1578,36.3,141,312.3,0
1469,36.9,143,312.2,0
1728,24.4,146,312.1,0
1603,32.5,148,312.1,0
1597,39.8,153,312.1,0
1688,32,155,312.1,0
1405,51.4,157,312.2,0
1615,32.9,159,312.2,0
1515,36.8,162,312.2,0
1376,52.8,164,312.2,0
1447,47.5,166,312.2,0
1353,56.5,168,312.2,0
1502,47.3,171,312.1,0
1447,45.5,173,312,0
1487,46.1,175,312,0
1519,38.1,178,312.1,0
1668,28.7,180,312.1,0
1420,51.6,182,312.1,0
1473,37.3,184,312.1,0
1495,38.8,186,312,0
1574,42,188,312,0
1383,51.3,190,312,0
1591,29.4,192,312,0
1644,37.2,195,311.8,0
2370,14.7,198,311.8,0
1401,44.9,203,311.9,0
1414,51.6,205,311.9,0
1456,46.3,208,312,0
1447,45.7,210,312,0
1727,26.5,213,311.8,0
1495,36.8,215,311.7,0
1544,34.3,0,311.6,0
1387,47.3,2,311.5,0
1316,47.2,4,311.5,0
1794,26.1,7,311.5,0
1372,55.1,9,311.4,0
1674,30,12,311.5,0
1477,41.7,15,311.4,0
1397,53,17,311.4,0
1616,34,19,311.5,0
1530,42.3,21,311.5,0
1539,35.1,24,311.4,0
1845,21.9,27,311.4,0
1430,43.1,29,311.4,0
2080,19.2,31,311.4,0
1432,45.3,33,311.4,0
1479,39.5,36,311.5,0
1424,45.2,39,311.5,0
1534,37.2,41,311.6,0
1701,26.2,46,311.6,0
1462,50,51,311.6,0
1393,42.5,53,311.7,0
1453,42.5,56,311.7,0
1565,37.8,59,311.8,0
1281,51.7,61,311.8,0
1584,36.2,63,311.7,0
1466,49,66,311.7,0
1386,50.5,69,311.6,0
1383,44.3,72,311.6,0
1441,53.9,74,311.6,0
1592,37.7,79,311.6,0
1594,36.8,82,311.6,0
1482,45.6,87,311.5,0
1658,31.4,89,311.6,0
2170,18.2,91,311.7,0
1423,44.6,93,311.7,0
1543,31.1,96,311.8,0
1435,44.8,98,311.8,0
1320,56.4,100,311.8,0
1313,55.7,102,311.9,0
1453,42.1,105,311.8,0
1508,45.7,108,311.8,0
1451,42,110,311.8,0
1595,34.6,112,311.9,0
1354,49.4,117,311.9,0
1265,59.8,119,311.9,0
1867,25.9,121,311.9,0
1497,41.6,123,311.9,0
1347,54.3,125,311.9,0
1544,43.2,128,311.7,0
1456,45.4,130,311.7,0
1335,52.7,135,311.8,0
1452,43.1,137,311.9,0
1290,70,139,311.9,1
1448,43.4,141,311.8,0
1611,38.6,143,311.7,0
1556,38.6,145,311.7,0
1413,46.5,147,311.7,0
1545,35.9,152,311.6,0
1330,54.6,154,311.7,0
1596,38,156,311.9,0
1618,36,158,311.8,0
1597,35.8,160,311.9,0
1354,52.2,165,312,0
1746,28.1,167,312,0
1621,32.5,169,312,0
1398,43.3,171,312,0
1434,51.9,173,311.9,0
1443,43.4,175,311.8,0
1488,44.6,178,311.7,0
1475,48,180,311.8,0
1433,50.3,183,311.8,0
1557,34.1,185,311.8,0
1398,50.1,188,311.9,0
1559,34.4,191,311.8,0
1422,46.4,194,311.9,0
1463,35.7,197,311.8,0
1793,25.3,200,311.7,0
1872,20.4,202,311.6,0
1412,44.5,204,311.7,0
1487,43.2,206,311.8,0
1369,56.2,208,311.8,1
1673,30.1,210,311.8,0
1439,36.6,212,311.9,0
1574,42.8,215,311.8,0
1281,48.8,0,311.7,0
1653,31.4,2,311.7,0
1535,38.3,5,311.7,0
1483,40.5,8,311.7,0
1414,47,11,311.7,0
1379,42.9,13,311.6,0
1482,42.6,16,311.5,0
1987,20.1,21,311.5,0
1635,31.6,23,311.5,0
1533,39.4,26,311.5,0
1576,34,28,311.7,0
1330,62.4,31,311.8,0
1981,21.8,36,311.8,0
1475,42.8,38,311.8,0
1804,25,43,311.8,0
1416,54.1,48,311.6,0
1727,27.7,50,311.5,0
1391,49.2,52,311.4,0
1366,52.3,54,311.5,0
1366,55.6,57,311.3,0
1501,40.8,59,311.3,0
1551,35.8,61,311.3,0
1522,35.6,63,311.3,0
1369,49.8,66,311.2,0
1334,52.3,68,311.2,0
1451,39.4,70,311.2,0
1589,37.9,75,311.2,0
1708,30.5,77,311.3,0
1413,42.6,79,311.2,0
1415,46.5,82,311.2,0
1421,45.9,85,311.3,0
1348,51,87,311.3,0
1408,42.9,89,311.2,0
1525,43.7,91,311.2,0
1706,29.9,93,311.3,0
1395,46.8,95,311.2,0
1602,34.3,100,311.1,0
1907,21.5,102,311.1,0
1325,49.2,104,311.1,0
1408,44.4,106,311.1,0
1489,41.4,108,311.1,0
1680,29.2,111,311.1,0
1517,42.4,113,311.2,0
1618,36.7,115,311.1,0
1455,39.8,118,311.1,0
1543,36.4,120,311.1,0
1399,41.8,125,311.1,0
1469,37.2,128,311.1,0
1521,36.7,130,311.2,0
1584,38.8,132,311.3,0
1443,43.3,134,311.5,0
1416,49,136,311.5,0
1563,34.5,139,311.2,0
1542,40.1,142,311.3,0
1624,31.6,145,311.3,0
1471,44.2,148,311.3,0
1492,40.8,150,311.5,0
1465,39.9,153,311.4,0
1399,55.1,156,311.1,0
1431,42.6,158,311,0
1600,39,160,310.9,0
1593,34.5,162,310.8,0
1469,44.7,164,310.9,0
1413,44.6,166,310.8,0
1490,38,168,310.8,0
1671,31.1,170,310.9,0
1365,46.5,172,310.9,0
1557,39.3,174,310.9,0
1440,45.4,177,310.9,0
1489,38.9,179,310.9,0
1733,25.7,182,311,0
1580,36.6,184,311,0
1856,21.9,189,311,0
1454,40.3,191,311.1,0
1495,36.3,193,311.1,0
1761,29.1,195,311,0
1402,47.5,197,311,0
1670,33,200,311,0
1582,35.6,202,311,0
1542,35.1,204,311,0
1539,36.9,206,311,0
1418,41.9,208,311,0
1723,27.6,210,311.1,0
1303,49.2,212,311.1,0
1463,50.2,214,311,0
1544,39.3,217,311,0
1596,37.2,219,311,0
1413,42,221,311.1,0
1492,41.2,223,311.1,0
1624,40.9,0,311.1,0
1504,39.1,2,311.1,0
1574,34.3,4,311.1,0
1438,42.4,7,311.2,0
1474,50.7,10,311.3,0
1675,32.1,12,311.2,0
1457,44.5,14,311.2,0
1434,49.8,16,311.3,0
1668,30.1,18,311.2,0
1550,39.7,20,311.1,0
1834,25.4,22,311.1,0
1476,36.5,25,311.2,0
1541,36.3,28,311.2,0
1581,30.9,31,311.1,0
1678,30.7,34,311.1,0
1355,50.6,37,311.2,0
1700,28.8,39,311.2,0
1462,37.1,41,311.1,0
1727,26.5,43,311.2,0
1674,33.3,46,311.3,0
1397,42.3,48,311.3,0
2323,15.9,50,311.3,0
1434,47.6,52,311.2,0
